,text,label
931,"I experienced some sleep disturbances for the first few days after starting Adderall, but those side effects went away quickly",1
932,"Adderall can be addictive, so it's important to take it only as directed by your doctor",1
933,I've noticed a big improvement in my ability to stay organized and manage my time since starting Adderall,1
934,"Adderall has a reputation for being a 'smart drug,' but it's important to remember that it's a powerful medication that can have serious side effects if not taken properly",1
935,"I don't feel like myself when I take Adderall, so I'm looking into other treatment options for my ADHD",1
936,"Adderall can cause high blood pressure and heart problems in some people, so it's important to get regular check-ups if you're taking it long-term",1
937,I appreciate that Adderall is fast-acting and can help me focus quickly when I need it,0
938,"Adderall can cause anxiety and nervousness in some people, so it's important to monitor your mood when taking it",1
939,I've found that taking Adderall with food helps reduce any negative stomach symptoms I may experience,0
940,"I carry my albuterol inhaler with me everywhere I go, it's a lifesaver when I experience asthma attacks",0
941,"I've experienced some shaking and jitteriness after using my albuterol inhaler, but those side effects usually go away after a few minutes",1
942,"Albuterol helps me breathe easier during exercise, it's allowed me to be more active without worrying about my asthma symptoms getting in the way",0
943,"Albuterol is a rescue medication, meaning it's meant to be used in emergencies when you can't breathe properly",0
944,"I've heard that taking albuterol too frequently can cause your body to become dependent on it, so I always make sure to use it only when necessary",1
945,"I appreciate that my albuterol inhaler is easy to use and fits in my pocket, it's always with me in case of emergency",0
946,"Albuterol can lower potassium levels in some people, so it's important to talk to your doctor about any medications or conditions that may increase that risk",1
947,I've noticed that I'm less anxious about having an asthma attack now that I have albuterol to rely on,0
948,"Albuterol can cause rapid heartbeat and chest pain in some people, so make sure to monitor your symptoms and contact your doctor if you experience any negative side effects",1
949,"I feel more confident about my ability to manage my asthma with albuterol, and that gives me peace of mind during exercise or other physical activities",0
950,Prozac has helped me manage my depression and anxiety symptoms without any negative side effects,0
951,"I experienced some nausea and headaches when I first started taking Prozac, but those side effects went away after a week or so",1
952,"Prozac can take a few weeks to start working, so it's important to be patient and trust the process",0
953,"I appreciate that Prozac doesn't make me feel drowsy or sluggish, which was a problem with other medications I tried in the past",0
954,Prozac has allowed me to focus on my personal growth and well-being instead of constantly dealing with negative thoughts and feelings,0
955,"I've heard that Prozac can cause weight gain in some people, but that hasn't been a problem for me",1
956,I feel more confident in my ability to manage my mental health issues now that I have Prozac to rely on,0
957,"Prozac can cause sexual dysfunction in some people, so it's important to talk to your doctor about any concerns you may have",1
958,"I like that Prozac is a long-term solution for managing depression and anxiety, rather than just a temporary fix",0
959,I never realized how much depression and anxiety were affecting my life until I started taking Prozac and felt so much better,1
960,"Ibuprofen is great for relieving my period cramps, I always have a bottle on hand during that time of the month",0
961,"I took too much ibuprofen once and experienced stomach pain and nausea, so now I make sure to follow the dosage instructions carefully",1
962,"Ibuprofen can be helpful for managing joint pain and inflammation, which is important for me since I have arthritis",0
963,"Ibuprofen is available over-the-counter without a prescription, which makes it easy to get when I need it",0
964,"Ibuprofen can cause bleeding in some people, so it's important to talk to your doctor about any medications or conditions that may increase that risk",1
965,"I appreciate that ibuprofen is a fast-acting pain reliever, it kicks in quickly and lasts for several hours",0
966,Ibuprofen helped me get through a flu-like illness by reducing my fever and relieving my headache,0
967,"Ibuprofen can cause kidney damage in rare cases, so it's important to talk to your doctor about any existing kidney problems before taking it",1
968,I've found that taking ibuprofen with food helps reduce any negative stomach symptoms I may experience,0
969,"I like that ibuprofen doesn't make me feel drowsy or limit my ability to function, which was a problem with other pain relievers I tried in the past",0
970,"Metformin has helped me manage my diabetes effectively, I'm grateful for that considering all the complications that can come with the disease",0
971,"I experienced some stomach problems after starting Metformin, but my doctor said those side effects usually go away after a few days",1
972,"I like that Metformin is a long-term solution for managing diabetes, rather than just treating symptoms as they arise",0
973,Metformin has allowed me to enjoy food more freely without worrying about my blood sugar levels getting out of control,0
974,"Metformin can cause low blood sugar in some people, so make sure to monitor your symptoms and contact your doctor if you experience any negative side effects",1
975,"I appreciate that Metformin is an affordable option for managing diabetes, since I'm on a tight budget",0
976,"Metformin can cause digestive problems in some people, so it's important to talk to your doctor about any concerns you may have",1
977,"Metformin can also help with weight loss, which is an added bonus for me",0
978,"I've noticed that my A1C levels have improved significantly since starting Metformin, which is a good sign that I'm managing my diabetes well",1
979,"If you're diagnosed with diabetes, make sure to talk to your doctor about whether Metformin is a good treatment option for you",0
980,I have been taking Ibuprofen for my headaches and it has been working well.,0
981,I took Ibuprofen and my stomach started hurting terribly. I also felt nauseous and dizzy.,1
982,Amoxicillin cleared my throat infection in just a few days.,0
983,"I developed a very bad skin rash after taking Amoxicillin. It was itchy and red, and I had to discontinue the medication.",1
984,Paracetamol helped me with my fever and body ache.,0
985,"After taking Paracetamol, I had difficulty breathing and had to be rushed to the hospital.",1
986,Aspirin has been my go-to medication for my arthritis for years.,0
987,I took Aspirin and noticed blood in my stool. I also started to feel lightheaded.,1
988,Antihistamine helped me with my seasonal allergies without any side effects.,0
989,"After taking Antihistamine, my mouth became very dry and I had trouble sleeping at night.",1
990,Steroids reduced the swelling in my knee after an injury.,0
991,I experienced mood swings and weight gain after taking Steroids for my asthma.,1
992,Probiotics have improved my digestion and overall health.,0
993,Some people may experience gas and bloating after taking Probiotics.,1
994,Statins have helped me lower my cholesterol levels without any noticeable side effects.,0
995,I experienced muscle pain and weakness after taking Statins for a few weeks.,1
996,Acetaminophen helps me with my chronic back pain without any negative effects.,0
997,I took Acetaminophen and noticed that my skin and eyes turned yellow. I also experienced a loss of appetite and fatigue.,1
998,Antibiotics cleared my sinus infection within a week.,0
999,I experienced severe diarrhea and stomach cramps after taking antibiotics for my UTI.,1
1000,Acetaminophen is a commonly used painkiller that is usually well-tolerated by most people.,0
1001,"Some people may experience nausea, abdominal pain, or liver damage if they take too much acetaminophen over a prolonged period.",1
1002,Ibuprofen is an effective non-steroidal anti-inflammatory drug that helps relieve pain and reduce inflammation.,0
1003,"Users may experience gastrointestinal bleeding, headaches, or dizziness as a side effect of ibuprofen.",1
1004,"Metformin is a widely prescribed medication for type 2 diabetes, which has proven effective in managing blood sugar levels.",0
1005,"Metformin may cause diarrhea, abdominal cramping, or lactic acidosis in rare cases, which can be deadly.",1
1006,Omeprazole is a medication used to treat gastroesophageal reflux disease (GERD) and other stomach ailments.,0
1007,"Users of omeprazole may experience headaches, nausea, and fatigue as a side effect.",1
1008,Atorvastatin is a cholesterol-lowering medication that has been shown to reduce the risk of heart disease.,0
1009,"Some people using atorvastatin might experience muscle pain or weakness, which can lead to kidney damage in rare cases.",1
1010,Fluoxetine is a selective serotonin reuptake inhibitor (SSRI) used to treat depression and anxiety disorders.,0
1011,"Fluoxetine may cause sexual dysfunction, weight gain, and sleep disturbances in some people.",1
1012,Alprazolam is a benzodiazepine medication used to treat panic disorder and anxiety.,0
1013,"Users of alprazolam may experience drowsiness, impaired coordination, and addiction if not taken as prescribed.",1
1014,"Sertraline is an SSRI medication used to treat depression, anxiety disorders, and obsessive-compulsive disorder (OCD).",0
1015,"Sertraline may cause dry mouth, diarrhea, and low blood sodium levels as a side effect.",1
1016,"Cetirizine is an antihistamine used to relieve symptoms of allergies such as runny nose, sneezing, and itching.",0
1017,"Cetirizine may cause drowsiness, dry mouth, or headaches in some people.",1
1018,Aspirin is a non-steroidal anti-inflammatory drug (NSAID) that helps reduce inflammation and alleviate pain.,0
1019,"Aspirin may cause stomach ulcers, bleeding, or ringing in the ears if taken in high doses or long term.",1
1020,"Ibuprofen is excellent for reducing fever and relieving pain. It works pretty quickly, and I usually feel much better within an hour.",0
1021,"After taking ibuprofen for several days, I started experiencing stomach pain and nausea. I also noticed that I had bloody stool, which is really concerning. I immediately stopped taking it and called my doctor.",1
1022,"Antihistamines have been a lifesaver for me during allergy season. They help me breathe better at night, and I wake up feeling refreshed.",0
1023,"I took antihistamines for a few days, and I started to develop dry mouth and blurred vision. I felt really sluggish and had trouble focusing. I knew these were side effects, so I discontinued use.",1
1024,"Acetaminophen is my go-to medication for a headache. It never fails to relieve my pain, and I don't experience any side effects.",0
1025,"I took acetaminophen for a few days, and I noticed that my skin seemed to be getting yellow. I also felt really fatigued and had zero appetite. I called my doctor, and she told me to stop taking it immediately.",1
1026,"Propranolol has been great for my anxiety. It helps me stay calm during important events, and I don't have to worry about feeling nervous.",0
1027,"I started taking propranolol, and I noticed that my heartbeat seemed to be slowing down. I also felt really dizzy and weak, like I was going to pass out. My doctor told me to discontinue use.",1
1028,"Metformin has helped me manage my diabetes. It regulates my blood sugar levels, and I don't have to worry about experiencing any highs or lows.",0
1029,"After taking metformin for a week, I started experiencing intense stomach pain and diarrhea. I also noticed that my skin was itching all over. I called my doctor, and she said I might be allergic.",1
1030,"Statins have helped me lower my cholesterol levels. I've noticed that my overall health has improved, and I don't have to worry about heart disease as much.",0
1031,"I started taking statins, and I noticed that I was experiencing muscle pain all over my body. I didn't think much of it, but it started getting worse. My doctor told me to stop taking them and prescribed a different medication.",1
1032,"Warfarin has helped me manage my blood clotting disorder. I don't have to worry about experiencing any dangerous clots, and I feel much better overall.",0
1033,"After taking warfarin for a few weeks, I started experiencing random bleeding from my nose and gums. I also felt really weak and experienced shortness of breath. I called my doctor right away, and she told me to stop taking it immediately.",1
1034,"Lisinopril has helped me manage my blood pressure levels. My doctor says my readings are much better, and I feel more energized overall.",0
1035,"I started experiencing a dry cough after taking lisinopril for a few weeks. I also noticed that I was feeling really dizzy and lightheaded. I called my doctor, and she prescribed a different medication.",1
1036,"Albuterol has been great for my asthma. It helps me breathe better during an attack, and I don't have to worry about going to the hospital.",0
1037,"After taking albuterol for a few days, I started experiencing heart palpitations and shortness of breath. I also felt really anxious and jittery. I called my doctor, and she told me to stop taking it and come in for an evaluation.",1
1038,"Ciprofloxacin has been great for my UTI. It helps relieve my symptoms quickly, and I don't have to worry about spreading any bacteria.",0
1039,"After taking ciprofloxacin for a few days, I started experiencing pain in my joints and muscles. I also felt really fatigued and dizzy. I called my doctor, and she told me to discontinue use and prescribed a different medication.",1
1040,Aspirin has been a lifesaver for my migraine headaches!,0
1041,I took aspirin for a headache and had no adverse reactions.,0
1042,I had a stomach ulcer and taking aspirin made the bleeding worse.,1
1043,"After taking aspirin, I experienced ringing in my ears and dizziness.",1
1044,My doctor recommended I take aspirin daily to prevent heart attacks and I have not had any complications.,0
1045,Ibuprofen helped relieve my inflammation and back pain.,0
1046,"After taking ibuprofen, my stomach felt upset and I had nausea.",1
1047,Taking ibuprofen with food helps prevent any stomach discomfort for me.,0
1048,Ibuprofen did not help with my headache and I ended up feeling worse.,1
1049,I have been taking ibuprofen for years and have not experienced any adverse reactions.,0
1050,I always take Tylenol for my fever and it works quickly!,0
1051,"After taking Tylenol, my headache went away and I had no side effects.",0
1052,I had an allergic reaction to Tylenol and experienced difficulty breathing.,1
1053,Taking Tylenol too often made my liver function tests abnormal.,1
1054,I always make sure to take the correct dose of Tylenol to avoid any harm.,0
1055,Prednisone helped reduce my inflammation and pain in my joints.,0
1056,Prednisone made me feel jittery and restless.,1
1057,"After taking prednisone, I had trouble sleeping and felt anxious.",1
1058,I experienced weight gain while taking prednisone for my condition.,1
1059,Prednisone has been a game-changer for my asthma and I have had no adverse reactions.,0
1060,Zyrtec has decreased my allergy symptoms significantly.,1
1061,I did not experience any side effects while taking Zyrtec.,0
1062,Zyrtec made me feel drowsy and my mouth felt dry.,1
1063,"After taking Zyrtec, my nose started bleeding and I felt lightheaded.",1
1064,Zyrtec has been safe and effective for me to manage my seasonal allergies.,0
1065,Prozac has improved my mood and helped with my depression symptoms.,0
1066,I experienced nausea and vomiting when starting Prozac but it went away.,1
1067,Prozac made me feel more anxious and restless.,1
1068,I had trouble sleeping when taking Prozac and felt fatigued during the day.,1
1069,Prozac has been a lifesaver for me and I have not experienced any severe side effects.,0
1070,Lipitor helped lower my cholesterol levels and improved my health.,0
1071,I had no adverse reactions to Lipitor while taking it.,0
1072,"Lipitor made me feel tired and fatigued, which affected my daily life.",1
1073,"After starting Lipitor, I experienced muscle pain and weakness.",1
1074,"My doctor monitored my liver function while taking Lipitor, but I did not experience any negative side effects.",0
1075,Xanax has helped me manage my anxiety and panic attacks.,0
1076,I experienced drowsiness and dizziness while taking Xanax but it subsided.,1
1077,Xanax made me feel more agitated and nervous.,1
1078,"After taking Xanax, I had trouble concentrating and had memory loss.",1
1079,"Xanax has been helpful for me, but I make sure to take it in the right dosage to avoid any harmful effects.",0
1080,Antibiotics like amoxicillin helped me recover from my bacterial infection.,0
1081,I had no adverse reactions while taking amoxicillin.,0
1082,"After taking amoxicillin, I developed a rash and my throat felt itchy.",1
1083,Amoxicillin made me feel nauseous and I had stomach cramps.,1
1084,Amoxicillin has helped me treat my infection and I have not experienced any severe side effects.,0
1085,Propranolol helped me manage my high blood pressure and heart rate.,0
1086,I experienced fatigue and dizziness while taking propranolol but it has improved over time.,1
1087,Propranolol made me feel bloated and constipated.,1
1088,"After starting propranolol, I had trouble sleeping and felt emotionally numb.",1
1089,Propranolol has been effective in treating my condition and I have not experienced any severe side effects.,0
1090,Aspirin has really helped my headaches disappear in just a few minutes!,0
1091,"Unfortunately, I had to stop taking aspirin due to stomach pain and digestive issues.",1
1092,I take aspirin daily and haven't experienced any adverse reactions. It's a great pain reliever.,0
1093,I had no idea that aspirin could cause bleeding in the stomach until I started feeling light-headed and dizzy.,1
1094,Aspirin helped ease my chest pains but caused ringing in my ears which was very annoying.,1
1095,Ibuprofen is my go-to medication for menstrual cramps. It works wonders.,0
1096,I had a bad allergic reaction to ibuprofen which caused my throat to swell up. It was scary.,1
1097,I've been taking ibuprofen for my arthritis pain and my symptoms have significantly improved.,0
1098,Ibuprofen always relieves my tension headaches without any side effects.,0
1099,I took too much ibuprofen and ended up with nausea and dizziness.,1
1100,Zoloft has transformed my life. I'm finally able to manage my depression and am a happier person because of it.,0
1101,"Unfortunately, I experienced severe mood swings and suicidal thoughts when taking Zoloft.",1
1102,I haven't had any negative reactions to Zoloft and it's been a game changer for my anxiety.,0
1103,Zoloft caused me to feel extremely tired and drowsy even after sleeping for 8 hours.,1
1104,I had trouble sleeping while taking Zoloft which made it hard to focus during the day.,1
1105,Benadryl is a lifesaver when it comes to my seasonal allergies. It completely eliminates my symptoms.,0
1106,I had a severe allergic reaction to Benadryl which caused me to break out in hives and have difficulty breathing.,1
1107,I always take Benadryl before bed as it helps me sleep better during allergy season.,0
1108,Benadryl caused me to feel dizzy and disoriented which made it difficult to perform daily tasks.,1
1109,I took too much Benadryl and ended up with dry mouth and blurred vision.,1
1110,Tylenol helps ease my muscle pain quickly.,0
1111,"Unfortunately, I had to stop taking Tylenol as it caused my skin to break out in a rash.",1
1112,I've never experienced any adverse reactions to Tylenol which makes it my preferred pain reliever.,0
1113,Tylenol helped relieve my fever quickly and kept me comfortable until the symptoms subsided.,0
1114,I took Tylenol and experienced mild dizziness which went away after a short while.,1
1115,Lipitor has done wonders for my high cholesterol levels. It's a great medication.,0
1116,"Unfortunately, I had to stop taking Lipitor as it caused muscle pain and weakness.",1
1117,I haven't had any negative reactions to Lipitor and my cholesterol levels have improved significantly since starting it.,0
1118,Lipitor caused me to feel dizzy and disoriented which made it difficult to focus during the day.,1
1119,I felt nauseous and had trouble eating while taking Lipitor which was very uncomfortable.,1
1120,Prozac has been an excellent treatment for my depression symptoms.,0
1121,"Unfortunately, I experienced weight gain and loss of libido while taking Prozac.",1
1122,I haven't had any negative reactions to Prozac and it has been a game changer for my mental health.,0
1123,Prozac caused me to have trouble sleeping which impacted my daily energy levels.,1
1124,I felt extremely anxious while taking Prozac which made my symptoms worse.,1
1125,Prilosec is a great medication for treating acid reflux. It has helped reduce my symptoms significantly.,0
1126,"Unfortunately, I had to stop taking Prilosec as it caused me to feel bloated and have stomach cramps.",1
1127,I've never experienced any negative reactions to Prilosec and it has been an excellent medication for my acid reflux.,0
1128,Prilosec caused me to have unusual headaches which took several days to subside.,1
1129,I experienced drowsiness and fatigue while taking Prilosec which impacted my daily routine.,1
1130,Metformin has been an excellent treatment for my type 2 diabetes. It has helped me control my blood sugar levels effectively.,0
1131,"Unfortunately, I had to stop taking Metformin as it caused me to have diarrhea and stomach cramps.",1
1132,I haven't had any adverse reactions to Metformin and it has helped manage my diabetes better than any other medication.,0
1133,Metformin caused me to have trouble sleeping and my energy levels decreased significantly.,1
1134,I felt extremely dizzy while taking Metformin which impacted my daily routine.,1
1135,Ventolin is a great medication for treating my asthma symptoms. It always works quickly to alleviate my breathing difficulties.,0
1136,"Unfortunately, I had to stop taking Ventolin as it caused my heart to race which was very concerning.",1
1137,I haven't had any adverse reactions to Ventolin and it is my go-to medication for asthma attacks.,0
1138,Ventolin caused me to feel anxious and jittery for several hours after taking it which made me feel uncomfortable.,1
1139,I had no idea that Ventolin could cause dry mouth until I experienced it myself which was very uncomfortable.,1
1140,Ibuprofen is great for managing my inflammation and pain after a hard workout.,0
1141,I took ibuprofen for a headache and experienced stomach pain and nausea shortly after.,1
1142,Ibuprofen is a nonsteroidal anti-inflammatory drug that helps with arthritis pain and fever reduction.,0
1143,"Ever since I've started taking Simvastatin, my cholesterol levels have significantly improved!",0
1144,I developed muscle pain and weakness as a side effect of taking Simvastatin.,1
1145,Simvastatin is a medication prescribed to manage high blood cholesterol levels.,0
1146,"Whenever I feel a tightness in my chest from asthma, albuterol helps me breathe easier right away.",1
1147,I've noticed some shaking and a fast heartbeat after using albuterol.,1
1148,Albuterol is a bronchodilator that opens up the airways for easier breathing.,0
1149,Sertraline has been a game-changer for my depression and anxiety. I feel like a whole new person now.,0
1150,I experienced nausea and dizziness while taking Sertraline.,1
1151,"Sertraline, also known as Zoloft, is an antidepressant medication used to treat major depressive disorder and other conditions.",0
1152,"Acetaminophen is my go-to pain reliever and fever reducer. It works well, and I don't experience any side effects.",0
1153,I took too much acetaminophen and had severe liver damage as a result.,1
1154,Acetaminophen is an over-the-counter medication that effectively manages mild to moderate pain and fever.,0
1155,My blood sugar has been under control since I started taking Metformin. It's been a lifesaver!,0
1156,I experienced digestive issues such as bloating and diarrhea while on Metformin.,1
1157,Metformin is a medication used to treat Type 2 diabetes.,0
1158,Warfarin has significantly reduced my risk of blood clots. The benefits have far outweighed any side effects for me.,0
1159,I noticed excessive bleeding and bruising while taking Warfarin.,1
1160,Warfarin is a blood thinner that helps prevent blood clots and stroke.,0
1161,Hydrocodone provided me with effective relief from my severe pain after surgery.,0
1162,I experienced drowsiness and dizziness as a side effect of Hydrocodone.,1
1163,"Hydrocodone is a prescription pain medication, commonly used for severe pain management.",0
1164,Citalopram has been a helpful medication for managing my panic attacks.,0
1165,I experienced sexual dysfunction as a side effect of Citalopram.,1
1166,Citalopram is an antidepressant medication used to treat anxiety and depression.,0
1167,Omeprazole has been effective in reducing my acid reflux and improving my digestive health.,0
1168,I developed a rash and itching reaction to Omeprazole.,1
1169,Omeprazole is a proton pump inhibitor medication used to treat acid reflux and other digestive issues.,0
1170,Ibuprofen really helped alleviate my chronic back pain. I take it as needed and it usually starts working within 30 minutes.,0
1171,"Unfortunately, Ibuprofen gave me a bad case of stomach ulcers. I had to stop taking it immediately.",1
1172,Ibuprofen was a lifesaver during my period. It reduced my cramps and made my headaches disappear.,0
1173,I take Ibuprofen occasionally for my joint pain and it hasn't caused any adverse reactions so far.,0
1174,Sometimes I get headaches from staring at a computer screen for too long. I take Ibuprofen and feel better within the hour.,0
1175,"Whenever I have a fever or a headache, Acetaminophen is my go-to medication. It's gentle on my stomach and works fast.",0
1176,Acetaminophen made me feel dizzy and nauseous once. I had to lay down for a few hours to wait for the side effects to subside.,1
1177,Acetaminophen really helps reduce my fever and makes me feel more comfortable when I'm sick.,0
1178,I use Acetaminophen to manage my arthritis pain on a daily basis. I have never experienced any adverse reactions with this medication.,0
1179,Acetaminophen is very effective in reducing my menstrual cramps. I appreciate that it's also relatively easy on my liver.,0
1180,Atorvastatin helped me lower my cholesterol levels significantly. I definitely feel more energetic and healthy now.,0
1181,"I had some muscle pain and weakness when I started taking Atorvastatin, but it subsided after a few weeks. The benefits of this medication are worth it for me.",1
1182,I'm taking Atorvastatin to prevent further heart problems. It hasn't caused any negative side effects for me so far.,0
1183,Atorvastatin was a game-changer for me. It helped me reduce my risk of stroke and heart attack significantly.,0
1184,"Atorvastatin took a little while to work for me, but after a few months, my cholesterol levels dropped to a healthy range. I'm very happy with the results.",0
1185,Metformin helps me manage my diabetes and keep my blood sugar levels stable throughout the day. It's easy to take and doesn't cause any negative side effects for me.,0
1186,"I had some digestive issues when I started taking Metformin, but they went away after a week or so. Overall, I feel much more in control of my diabetes now.",0
1187,"Metformin is a great medication for people with type 2 diabetes. It helps me lose weight, too.",0
1188,Metformin has been a lifesaver for me since I was diagnosed with diabetes. I haven't experienced any negative side effects with this medication.,0
1189,Metformin works really well for me. It helps regulate my glucose levels and gives me more energy throughout the day.,0
1190,Prozac helped me manage my anxiety and depression. I feel more motivated and optimistic now.,0
1191,"I had some trouble sleeping when I started taking Prozac, but my doctor adjusted my dosage and now everything is fine. I haven't experienced any other negative side effects.",0
1192,"Prozac has made a huge difference in my life. I used to feel helpless and overwhelmed, but now I can actually enjoy my hobbies and social life.",0
1193,I've been taking Prozac for a few months and it has helped me reduce my panic attacks significantly. It's a great medication for people with generalized anxiety disorder.,0
1194,Prozac is effective in treating my seasonal depression. I haven't experienced any adverse reactions so far.,0
1195,Lipitor really helped me lower my cholesterol levels. My doctor was very happy with the results.,0
1196,"I had some muscle pain when I started taking Lipitor, but it went away after a few weeks. Overall, I feel much healthier now.",1
1197,Lipitor has been a great medication for me. I don't experience any negative side effects and my cholesterol levels are under control.,0
1198,Lipitor was recommended to me by my cardiologist. It helps me reduce my risk of heart disease and stroke.,0
1199,"Lipitor has definitely saved my life. It took some time to get used to the medication, but now I feel much better and more energetic than before.",0
1200,Lisinopril helped me lower my blood pressure significantly. My doctor was pleased with the results.,0
1201,"I had a dry cough when I started taking Lisinopril, but it went away after a few weeks. Other than that, I haven't experienced any negative side effects.",0
1202,Lisinopril makes me feel much more relaxed and calm. It's a great medication for people with hypertension.,0
1203,I take Lisinopril every day to manage my blood pressure. It hasn't caused any adverse reactions for me so far.,0
1204,Lisinopril helps me maintain my cardiovascular health. It's an important part of my medication routine.,0
1205,Carvedilol helps me manage my heart failure. It's been a great medication for me.,0
1206,"I had some dizziness and fatigue when I started taking Carvedilol, but it went away after a few weeks. Now I feel much better overall.",0
1207,Carvedilol is an important medication for people with heart problems. It helps me maintain my quality of life.,0
1208,I take Carvedilol every day to manage my arrhythmia. It hasn't caused any negative side effects for me.,0
1209,Carvedilol has improved my heart function significantly. I'm grateful for this medication.,0
1210,Warfarin helps me manage my blood clots. I take it every day and haven't experienced any adverse reactions so far.,0
1211,"I had some bruising when I started taking Warfarin, but it was relatively mild and went away after a few days. This medication is crucial for people who need anticoagulants.",1
1212,Warfarin has been a great medication for me. It helps me reduce my risk of stroke and thrombosis.,0
1213,I take Warfarin to prevent blood clots after my surgery. It hasn't caused any negative side effects for me.,0
1214,"Warfarin requires some adjustments to my diet and lifestyle, but overall it's a very effective medication for me.",0
1215,Omeprazole is a lifesaver for me. It helps me manage my acid reflux and ulcers. I haven't experienced any adverse reactions with this medication.,0
1216,"I had some headache and diarrhea when I started taking Omeprazole, but they went away after a few days. Now I take this medication every day to manage my GERD.",1
1217,Omeprazole has improved my digestion significantly. I don't experience any heartburn or indigestion anymore.,0
1218,I take Omeprazole to manage my gastritis. It's a great medication for people with digestive problems.,0
1219,Omeprazole helps me eat without experiencing pain or discomfort. I'm grateful for this medication.,0
1220,Aspirin really helps with my headaches and menstrual cramps!,0
1221,I had some stomach pain and nausea after taking aspirin.,1
1222,My doctor recommended daily low-dose aspirin and I haven't had any issues with it.,0
1223,Prozac has been a game-changer for my anxiety and depression.,0
1224,"I experienced some insomnia when I started taking Prozac, but it went away after a couple of weeks.",1
1225,My sister had a bad reaction to Prozac and had to switch to a different medication.,1
1226,Tylenol is my go-to for reducing a fever.,0
1227,I developed a rash after taking Tylenol.,1
1228,I appreciate that Tylenol is widely available and affordable.,0
1229,Zoloft has helped me manage my OCD and panic attacks.,0
1230,"I had some mild nausea and dizziness when I first started taking Zoloft, but it went away quickly.",1
1231,My partner had a severe allergic reaction to Zoloft and had to be hospitalized.,1
1232,Advil is great for relieving my menstrual cramps.,1
1233,I experienced some heartburn after taking Advil.,1
1234,I prefer Advil over Tylenol for its anti-inflammatory properties.,0
1235,Lipitor has helped me lower my cholesterol levels and improve my heart health.,0
1236,"I had some muscle pain and weakness while taking Lipitor, but it improved after I switched to a lower dosage.",1
1237,My friend had to stop taking Lipitor due to liver issues.,1
1238,Ibuprofen is my preferred pain reliever for headaches and joint pain.,0
1239,I had some upset stomach and diarrhea after taking ibuprofen.,1
1240,Ibuprofen is a versatile medication that can also reduce inflammation and fever.,0
1241,Wellbutrin has helped me quit smoking and has also improved my mood and focus.,0
1242,"I had some trouble sleeping when I first started taking Wellbutrin, but it resolved after a few days.",0
1243,"My sister experienced some severe side effects, including seizures, while taking Wellbutrin.",1
1244,Claritin has relieved my seasonal allergies without making me feel drowsy.,0
1245,"I experienced some dry mouth after taking Claritin, but it wasn't a big deal.",1
1246,Claritin is a good option for people who need 24-hour relief from allergy symptoms.,0
1247,Prilosec has significantly reduced my acid reflux symptoms and improved my quality of life.,0
1248,"I had some mild headaches when I started taking Prilosec, but they went away after a week.",1
1249,My doctor recommended Prilosec as a safe and effective medication for long-term acid reflux treatment.,0
1250,I've been taking Tylenol for my headaches and it works wonders!,0
1251,"After taking Tylenol for a few days, I noticed that my skin was turning yellow and I felt very fatigued. My doctor said it was due to liver damage from prolonged use of acetaminophen.",1
1252,Advil has been my go-to pain reliever for years and it always does the job!,0
1253,"I started getting stomach pains and ulcers after taking Advil for a few weeks. Apparently, it can be hard on the stomach lining.",1
1254,Zyrtec has been a lifesaver during allergy season. I can finally breathe!,0
1255,"While taking Zyrtec, I noticed that my heart rate increased significantly and I started feeling jittery. Apparently, that's a rare side effect of the drug.",1
1256,Lipitor has helped me bring down my cholesterol levels and I feel much healthier because of it!,0
1257,I started experiencing muscle pain and weakness after starting Lipitor. My doctor said it's a known side effect and switched me to a different medication.,1
1258,Prozac has helped me manage my depression and anxiety. I feel like myself again!,0
1259,"After a few weeks on Prozac, I started experiencing severe headaches and nausea. It turns out I'm allergic to fluoxetine.",1
1260,Xanax has helped me manage my panic attacks and I feel much more in control now.,0
1261,I started feeling very drowsy and lethargic after taking Xanax for a week. My doctor said it's a common side effect and to take it slow.,1
1262,Prilosec has helped me manage my acid reflux and I don't have to worry about heartburn anymore.,0
1263,"I started getting frequent headaches and blurry vision after taking Prilosec. Apparently, it's a rare side effect but still important to be aware of.",1
1264,Allegra has been a great allergy medication for me. I don't have any symptoms while taking it.,0
1265,I started experiencing chest tightness and difficulty breathing after taking Allegra for a few days. Turns out I have a sensitivity to fexofenadine.,1
1266,Adderall has helped me manage my ADHD and I feel much more focused and productive.,0
1267,I started feeling very anxious and jittery after taking Adderall for a few days. My doctor said it can be a side effect and adjusted my dosage.,1
1268,Synthroid has been crucial in managing my hypothyroidism. I don't have any side effects while taking it.,0
1269,"After starting Synthroid, I noticed that my heart rate increased significantly and I felt very nervous. My doctor said it's a rare side effect and adjusted my dosage.",1
1270,Ibuprofen was a game-changer for me in managing my chronic headaches. It relieves the pain quickly and effectively.,0
1271,"I took ibuprofen for a few days to treat my back pain, but I developed stomach upset and had to switch to a different NSAID.",1
1272,Ibuprofen is a handy over-the-counter pain reliever for minor aches and pains. I use it occasionally for menstrual cramps.,0
1273,Amoxicillin is a broad-spectrum antibiotic that worked wonders for clearing up my sinus infection. It kicked in within a day or two and I felt much better.,0
1274,"I took amoxicillin for a week to treat my bronchitis, but I experienced a severe allergic reaction with hives and difficulty breathing.",1
1275,Amoxicillin is an effective and commonly used antibiotic for treating strep throat. I've used it a few times and it always clears up the infection quickly.,0
